destination,cabin_type,activity_interests_cultural,activity_interests_nature_outdoors,activity_interests_entertainment,activity_interests_shopping,activity_interests_recreation,activity_interests_nightlife,hotel_preferences,food_preferences_asian,food_preferences_european,food_preferences_american_latin,food_preferences_middle_eastern,food_preferences_african,food_preferences_caribbean,food_preferences_local_cuisine,user_id
1,1,1,1,1,1,0,1,2,0,1,0,0,0,0,0,140
9,4,0,0,0,1,0,0,2,0,0,0,0,0,0,1,69
3,2,1,0,1,0,1,1,1,1,1,1,0,1,1,0,175
8,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,63
4,4,0,1,0,1,0,1,1,0,1,0,1,1,1,0,17
10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,188
7,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,150
9,4,0,1,0,0,0,0,2,1,0,0,0,0,0,0,146
8,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,42
6,4,1,1,0,1,0,1,1,0,1,0,1,0,1,0,77
7,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,142
9,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,86
2,1,1,1,1,1,1,1,3,0,0,1,0,0,0,0,132
9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
5,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,44
4,1,1,1,0,1,0,1,2,0,1,0,1,0,0,0,34
4,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,26
9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,65
7,1,0,0,0,0,0,0,3,0,1,1,1,0,1,1,88
2,1,1,0,0,1,1,1,3,0,0,1,0,0,0,0,132
1,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,12
7,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,139
1,4,0,1,1,1,1,1,3,1,0,0,1,0,0,1,198
1,3,1,0,1,0,1,0,3,0,0,0,0,0,1,0,66
1,4,1,1,1,1,1,0,1,0,1,0,0,0,0,0,140
5,4,0,0,0,1,0,1,3,1,1,0,1,0,1,0,133
2,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,53
3,3,1,1,1,1,1,1,3,1,0,1,1,1,0,1,93
6,3,0,1,0,0,0,1,3,0,0,1,0,0,1,0,192
3,2,0,1,1,1,1,1,2,0,1,1,1,1,1,1,56
6,4,0,0,0,1,0,1,3,0,1,0,0,0,1,0,57
2,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,165
1,2,1,1,1,0,1,1,2,0,0,0,0,0,0,0,95
10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,37
4,1,0,1,1,1,1,1,2,0,1,0,1,0,1,0,81
1,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,76
4,3,0,1,0,1,0,1,3,0,0,0,0,0,1,0,9
4,1,0,1,0,1,0,1,2,0,0,0,0,0,1,0,143
9,4,0,1,0,0,0,1,2,0,1,1,0,0,0,0,43
7,3,0,0,0,0,0,0,2,0,0,1,0,1,0,0,52
4,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,59
6,2,0,1,0,0,0,1,3,1,1,0,1,0,1,0,133
5,4,0,1,0,1,0,1,2,0,1,0,1,1,1,0,51
5,4,0,1,1,1,0,1,3,0,1,0,1,0,1,0,41
2,2,1,1,1,1,1,1,2,0,0,0,0,0,0,1,113
1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12
7,4,1,1,0,0,0,0,3,0,0,0,0,0,1,0,199
9,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,145
1,4,1,0,1,1,1,1,3,0,0,0,0,0,0,0,25
4,4,0,1,0,1,0,1,2,0,1,0,1,0,1,0,77
9,2,0,0,1,1,1,0,2,0,0,0,0,1,0,0,119
1,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,29
3,4,1,0,0,1,0,1,2,1,1,0,1,1,1,1,15
5,1,1,1,0,1,0,1,3,0,1,0,0,0,1,0,135
6,2,0,1,0,1,0,0,2,0,0,0,0,0,1,1,73
8,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,111
1,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,127
3,3,1,0,1,1,1,0,2,1,1,1,1,1,1,1,187
9,4,0,1,0,0,0,0,2,1,0,1,0,1,0,0,52
1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,1,82
10,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,181
4,1,0,1,0,1,1,1,2,0,1,0,1,0,1,0,81
7,4,1,0,0,1,0,0,2,0,0,0,0,0,0,0,112
10,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,65
7,4,0,1,0,0,0,0,3,0,0,0,0,0,1,0,124
2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,113
3,3,1,1,1,1,0,1,2,1,1,1,1,1,1,1,62
1,1,1,1,1,1,1,0,2,1,0,0,0,0,0,0,125
2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,29
3,3,1,1,1,1,1,1,3,0,1,1,1,1,1,1,114
8,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,110
9,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,155
7,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,16
9,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,55
6,2,0,1,0,1,0,1,2,0,1,0,0,0,0,0,143
2,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,54
9,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,161
2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,63
7,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,35
2,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,12
5,4,0,1,0,1,0,1,1,1,1,0,1,0,1,0,11
8,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,13
7,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,122
1,3,0,1,1,1,1,1,1,0,0,1,0,0,0,0,178
1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,140
2,4,1,1,1,0,1,1,3,0,0,0,0,0,0,0,95
7,1,0,1,0,0,0,0,3,0,0,0,0,1,1,0,65
1,2,1,0,1,1,1,1,2,0,1,0,0,0,0,0,140
7,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16
3,3,0,1,1,1,0,1,3,0,1,1,1,1,1,1,114
3,3,1,1,1,1,1,1,1,0,1,0,1,1,0,1,40
4,4,0,1,0,0,0,1,1,1,1,0,1,0,1,1,28
7,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,35
10,2,1,0,0,0,0,0,3,0,1,0,0,0,1,0,66
3,3,1,0,1,1,1,0,3,1,1,1,0,0,1,1,197
4,2,0,1,0,1,0,1,2,0,1,0,1,0,1,0,26
9,1,0,0,1,0,0,1,2,1,0,0,1,0,0,0,67
10,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,47
2,4,0,1,1,1,1,1,1,0,0,0,0,0,0,1,82
6,2,0,1,0,1,0,1,3,1,1,0,1,1,1,0,109
6,1,1,1,0,1,0,1,2,1,1,0,1,0,1,0,11
6,4,0,1,0,1,0,1,3,1,1,0,0,0,1,0,133
10,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18
7,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,19
8,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,185
3,3,1,1,1,0,1,0,2,1,1,0,1,1,0,1,15
4,4,0,1,0,0,1,1,2,0,1,0,1,0,1,1,200
5,1,0,1,0,1,0,1,3,0,1,0,1,0,0,0,176
6,2,0,0,0,1,0,1,2,0,1,0,0,0,1,0,75
8,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,84
10,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
9,4,0,0,1,0,0,0,2,0,0,0,1,0,0,0,169
7,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,13
5,1,1,1,1,1,0,1,3,0,1,0,1,0,1,0,34
4,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,118
1,3,1,1,1,1,1,1,3,0,1,0,0,0,0,1,168
10,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,155
1,3,1,1,1,1,1,1,3,0,0,1,0,0,0,0,104
4,4,0,1,0,1,0,1,2,0,1,0,0,0,1,0,77
1,2,1,1,1,0,0,1,3,0,1,0,0,0,0,0,76
10,3,1,0,1,0,0,1,1,0,0,0,0,0,0,1,92
7,4,1,1,0,0,0,0,3,0,0,0,0,0,0,0,199
8,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,184
7,4,1,0,0,0,1,0,2,0,0,0,0,1,0,0,84
9,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,35
5,2,0,1,1,0,0,1,1,0,1,0,1,0,1,0,41
1,2,1,1,1,1,1,0,2,1,0,0,0,0,0,0,125
4,2,0,1,0,1,0,1,1,0,1,1,0,0,1,0,172
7,2,0,0,0,0,1,0,3,0,1,1,0,0,0,0,60
1,3,0,1,0,1,1,1,3,0,0,0,0,0,0,0,53
6,4,0,1,0,1,1,1,3,0,1,0,1,0,1,0,186
9,4,0,0,0,0,1,0,2,0,0,1,0,0,0,0,137
7,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
4,1,1,1,0,1,1,1,3,0,1,1,1,1,1,0,59
6,4,0,1,0,1,0,1,1,0,0,0,0,0,1,0,77
6,3,0,1,0,0,0,1,3,0,1,1,0,0,1,0,43
10,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,160
10,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,37
10,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,196
4,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,70
10,4,0,0,1,0,0,0,2,0,0,0,0,1,1,0,1
6,2,0,1,0,1,0,1,1,1,1,0,1,0,1,0,11
2,1,1,1,1,0,1,1,3,0,0,0,0,0,0,0,95
7,4,0,0,0,0,0,0,1,0,0,1,0,1,0,1,155
1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,78
9,4,0,0,0,1,0,1,2,0,0,0,1,1,0,0,31
7,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,192
9,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,35
4,2,0,1,0,1,1,1,2,1,1,0,1,0,0,0,144
1,2,1,1,0,1,1,1,3,0,0,0,0,0,0,0,156
10,4,0,0,0,1,0,1,3,0,0,0,0,1,0,0,31
1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,29
1,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,12
6,2,0,1,0,1,1,1,3,1,1,0,1,0,1,0,133
1,3,1,1,1,1,1,1,3,0,0,0,0,1,0,0,49
7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,37
8,2,0,0,1,1,0,0,2,0,1,0,0,0,0,0,189
1,4,0,1,0,0,1,0,3,0,1,0,1,0,0,0,167
1,4,1,1,1,1,1,1,3,0,0,0,0,0,0,1,108
4,1,0,0,0,0,0,1,2,0,1,0,1,0,1,0,75
4,2,0,1,0,1,0,1,1,1,1,0,1,0,1,0,11
1,1,1,1,1,1,0,1,3,0,0,0,0,0,0,1,113
9,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,128
2,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,91
1,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,12
9,4,0,0,0,0,0,0,2,0,1,0,0,0,1,0,184
4,4,0,1,0,0,0,0,2,1,1,0,1,0,1,0,159
1,2,1,1,1,1,1,1,2,0,0,0,0,1,0,0,127
8,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,124
9,1,1,0,0,0,0,1,3,0,0,0,0,1,0,1,22
6,3,1,1,1,0,1,1,3,0,1,0,1,0,1,0,162
1,3,1,1,1,1,1,1,2,0,0,0,1,0,0,0,54
5,2,0,1,0,1,0,1,1,0,0,0,1,0,1,1,94
9,2,0,1,0,0,1,0,3,0,0,0,1,1,0,0,106
5,1,0,1,0,1,1,1,3,1,1,0,0,0,1,0,143
1,4,1,1,1,1,1,1,3,0,0,0,0,1,1,0,49
3,4,1,1,1,1,0,1,3,1,1,1,1,1,1,1,62
2,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,113
9,1,1,0,0,0,0,0,2,0,1,0,1,1,0,0,182
6,2,0,1,0,1,0,1,2,0,1,0,1,0,1,1,94
4,2,0,1,0,1,0,1,1,0,1,1,1,0,1,0,172
5,4,0,1,0,1,0,0,2,1,1,0,1,0,1,0,159
9,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,30
2,1,0,0,0,1,1,1,2,0,1,0,0,0,0,0,153
7,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,188
10,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,35
1,4,0,1,1,1,1,1,3,0,0,0,0,0,0,0,53
10,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,184
3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,56
6,4,0,1,0,1,0,1,3,0,1,0,1,0,1,1,200
1,4,1,1,0,1,1,1,3,1,1,0,0,0,0,0,96
5,4,0,1,0,0,0,1,3,0,1,0,1,1,1,0,51
4,4,0,1,0,0,0,0,1,0,1,0,1,0,1,1,28
3,3,1,1,1,0,1,1,1,1,1,1,1,0,1,1,190
2,4,1,1,1,1,1,1,3,0,1,1,0,0,0,0,104
3,4,1,1,1,1,1,1,1,0,1,0,1,1,1,0,136
3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,20
9,1,0,1,0,0,0,0,3,0,1,1,0,0,1,0,173
6,1,0,1,0,1,0,0,3,0,1,0,1,0,0,1,8
9,4,0,0,1,0,1,0,2,0,0,0,0,0,0,0,160
3,4,1,1,1,1,0,1,2,1,1,1,1,1,0,1,62
3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,20
7,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4
6,4,0,1,0,1,0,1,1,0,1,1,0,0,0,0,43
2,4,1,1,1,0,0,1,1,0,0,0,0,1,0,0,76
4,1,0,1,0,1,0,1,2,0,1,0,1,0,1,1,94
5,2,0,0,0,1,0,1,2,0,1,0,1,0,1,0,75
3,4,1,1,1,1,1,1,3,1,1,1,1,1,1,0,174
7,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,66
2,1,0,1,1,1,0,1,2,0,1,0,0,0,0,0,24
4,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,105
3,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,90
5,4,0,1,1,1,0,1,3,0,1,0,1,0,1,0,41
4,2,0,0,0,1,0,1,1,0,1,0,1,0,1,1,94
3,3,1,1,1,0,1,1,3,1,1,1,1,1,1,1,126
6,4,0,1,0,1,0,1,3,0,1,0,1,1,1,1,191
7,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,188
10,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,173
2,3,1,1,1,1,1,1,3,0,1,0,0,0,0,0,140
7,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,80
9,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,50
10,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,185
1,1,1,1,1,1,0,1,2,1,0,0,0,0,0,1,113
6,2,0,1,0,1,0,1,2,0,1,0,1,0,1,0,26
2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,78
1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,29
8,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
3,2,1,0,0,1,1,1,1,1,1,0,1,1,1,1,15
5,2,1,1,1,1,0,1,1,0,1,0,1,0,1,0,34
10,4,1,0,1,0,0,0,3,1,0,0,0,0,0,0,42
2,4,1,1,0,1,1,0,3,0,0,0,0,0,0,0,156
6,2,1,1,0,1,0,1,2,0,0,0,1,0,1,0,34
6,4,1,1,0,1,0,1,3,0,1,0,1,0,1,0,115
1,4,1,1,1,1,1,0,1,0,0,0,0,1,0,0,127
6,3,1,1,0,1,0,1,2,0,1,0,0,0,1,0,135
7,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,142
7,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,160
3,1,1,1,0,0,1,1,3,1,1,0,1,1,1,1,15
4,3,0,0,0,1,0,0,3,0,1,1,1,0,1,0,89
3,2,0,1,1,1,1,1,2,1,1,1,1,1,0,1,195
2,4,1,1,1,1,1,1,3,0,0,0,0,1,0,0,49
4,1,0,1,0,1,0,1,2,1,1,1,1,0,1,0,71
7,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,161
5,1,0,0,1,1,0,1,3,0,1,0,1,0,0,0,189
9,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,13
9,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,160
9,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,188
9,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,185
8,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,63
6,2,0,1,0,1,0,1,2,1,1,0,1,0,1,0,11
2,4,1,1,1,1,1,1,2,0,0,0,0,0,0,0,29
8,3,1,0,0,0,0,0,2,0,0,0,0,1,0,0,139
10,1,0,0,1,0,0,0,3,0,0,0,1,0,0,1,122
6,2,1,1,0,1,0,1,2,0,1,0,1,0,1,0,34
6,3,0,1,0,1,1,1,1,0,1,0,0,0,0,1,58
7,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,50
7,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,67
9,3,1,0,1,0,0,1,3,1,0,1,0,0,0,0,121
3,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,130
4,1,0,1,1,1,0,1,3,1,1,0,1,0,1,0,91
5,4,1,1,0,1,0,1,3,0,1,0,1,0,1,0,115
3,4,1,0,1,1,1,1,2,1,1,1,1,1,0,1,20
7,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,19
3,3,0,1,1,1,1,1,3,1,1,1,1,1,1,1,195
9,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,137
4,3,0,1,1,1,1,1,3,0,1,0,0,0,1,1,168
1,3,1,1,1,1,1,1,2,0,0,0,1,0,0,0,54
5,1,1,1,0,1,0,1,3,0,1,0,0,0,1,1,135
4,1,0,1,0,1,1,0,3,0,1,0,1,0,1,0,81
3,2,0,1,1,1,0,1,2,1,1,1,0,1,1,1,152
5,4,1,1,0,1,0,1,1,0,1,0,1,1,1,0,17
4,2,0,1,0,1,0,1,1,0,1,0,1,0,1,0,26
6,3,1,1,0,1,0,1,3,0,1,0,1,0,0,0,176
4,4,0,1,0,1,0,1,2,0,1,0,1,1,1,0,51
3,2,1,0,1,1,1,1,1,0,0,0,1,1,1,1,40
9,4,0,0,0,1,1,0,2,1,0,1,0,0,0,0,99
5,2,0,1,0,1,0,1,1,0,1,1,1,1,0,0,59
4,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,70
6,2,0,1,0,1,0,1,3,0,1,0,1,0,1,0,74
4,2,0,1,0,1,0,1,2,0,1,0,1,0,1,0,26
4,2,1,1,1,1,0,1,3,0,1,0,1,1,1,0,136
9,2,1,0,0,0,0,0,3,0,1,0,0,0,0,1,22
6,3,0,1,0,1,0,1,3,0,1,0,1,0,1,1,200
3,3,1,1,1,0,0,1,1,0,1,1,1,1,1,1,56
8,4,1,1,1,1,0,0,2,0,0,0,0,0,0,0,6
8,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,55
9,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,169
5,4,0,1,0,1,0,1,3,0,1,1,1,0,1,0,89
4,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,100
4,4,0,1,0,1,0,1,2,0,1,0,1,0,1,0,77
8,4,0,1,0,0,1,0,3,0,0,0,0,0,1,0,36
4,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,70
10,4,0,0,1,1,1,0,3,0,0,0,0,0,0,1,101
5,2,1,1,0,0,0,1,2,0,1,0,0,0,1,1,135
7,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,194
6,2,0,1,0,1,0,0,2,0,1,0,1,0,0,0,21
7,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,55
3,2,0,1,1,1,1,1,2,1,1,0,1,0,1,1,131
7,4,1,0,0,0,0,0,3,0,0,0,0,0,1,0,66
5,2,0,1,0,1,0,1,2,0,1,0,1,0,1,0,26
2,3,1,1,0,0,1,1,2,0,0,0,0,0,0,0,95
4,2,0,0,0,1,0,1,1,0,1,1,1,0,1,0,172
6,4,0,1,0,1,0,0,3,0,1,1,1,0,1,0,89
3,4,0,1,1,1,1,1,2,0,1,1,1,1,1,1,114
6,2,1,1,0,0,0,0,3,0,1,0,1,0,1,0,14
6,2,1,1,0,1,0,1,2,0,0,0,0,0,1,1,135
5,2,0,1,0,0,0,1,3,0,1,0,1,0,1,0,87
8,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
1,2,1,1,1,0,0,0,2,1,0,0,1,0,0,1,103
2,2,1,1,1,1,1,1,2,0,0,0,1,0,0,0,54
4,2,0,1,0,1,1,1,2,1,0,0,1,1,0,0,109
2,4,1,1,0,1,1,0,3,0,0,0,0,0,0,0,156
2,1,1,1,1,1,1,1,2,0,1,1,0,0,1,0,120
3,2,1,1,1,0,0,1,2,0,1,1,1,1,1,0,136
4,1,1,1,0,1,0,1,3,0,1,0,1,0,0,0,34
9,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,79
8,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,137
4,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,118
1,2,1,1,1,1,1,1,2,0,0,0,0,1,0,0,127
1,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,48
1,1,1,1,1,1,1,0,3,0,0,1,0,0,0,0,132
5,1,1,1,0,1,1,0,3,0,1,1,1,0,1,0,10
4,2,0,1,0,1,1,1,3,0,1,0,1,0,1,0,81
10,1,0,0,0,1,0,0,3,0,0,1,0,0,0,1,46
8,4,0,0,0,0,0,0,2,1,0,0,0,0,1,0,128
4,2,0,1,0,0,0,1,2,0,1,0,1,0,1,0,87
9,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,166
2,2,1,1,1,1,1,1,3,1,0,0,0,0,0,0,3
3,4,1,1,1,1,1,1,2,1,1,1,0,1,1,1,20
5,2,0,1,0,0,0,0,3,0,1,0,1,0,1,0,124
1,3,1,1,1,1,1,1,2,0,0,0,0,0,0,1,82
8,2,0,0,1,0,1,0,1,0,0,0,1,0,1,0,166
1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,12
6,4,1,1,0,0,0,1,3,0,1,0,1,0,1,0,115
4,3,0,1,0,1,0,1,3,0,1,0,1,1,1,0,51
10,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,60
4,2,1,1,0,1,0,1,1,0,1,0,0,1,1,0,135
7,4,0,0,0,1,1,0,3,1,0,0,0,0,0,0,99
5,4,0,1,1,1,0,1,1,0,0,0,1,0,1,0,41
3,2,1,1,1,1,1,0,2,1,1,1,0,1,1,1,7
4,2,0,1,0,1,0,1,3,0,1,1,0,0,1,0,43
9,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,123
6,2,0,1,0,1,0,1,2,0,1,0,1,1,1,0,17
2,4,1,1,1,1,1,1,3,0,0,0,1,0,0,1,108
9,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,166
9,2,0,0,0,0,1,0,2,0,1,0,1,0,0,0,60
8,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13
4,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,100
3,4,0,1,1,1,1,1,1,1,1,0,1,1,1,1,15
5,4,1,1,1,1,0,1,2,0,1,0,0,1,1,0,136
1,2,1,1,1,1,1,1,2,0,0,0,0,1,0,1,40
8,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,86
4,2,0,1,0,1,0,1,2,0,1,1,1,1,1,0,59
6,2,0,1,0,1,0,0,2,1,1,0,1,0,1,0,159
5,2,1,1,0,1,0,1,3,0,1,0,0,0,1,0,135
8,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,154
2,3,1,1,1,1,1,1,1,0,0,0,0,1,0,0,127
5,4,0,1,0,0,0,1,2,0,1,1,1,0,1,0,89
7,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
10,4,1,0,0,0,0,0,3,0,0,0,0,0,1,0,66
5,4,0,0,0,1,0,1,3,0,1,1,1,0,1,0,89
4,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,172
7,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
9,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,161
5,4,1,1,0,1,0,1,3,0,1,0,1,0,1,0,115
4,3,0,1,0,1,0,1,3,0,1,0,1,0,0,1,8
9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
8,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,80
3,3,1,1,1,1,1,1,2,1,1,0,1,1,1,1,15
7,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,123
6,2,0,1,0,0,0,1,2,0,1,0,1,0,1,1,94
6,1,1,1,0,1,0,1,3,1,1,0,1,0,1,0,11
6,3,0,1,0,1,0,1,2,1,1,0,0,0,1,1,131
1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,82
7,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,154
1,4,1,1,1,1,0,1,1,0,1,1,0,1,0,0,72
10,2,0,0,0,0,0,0,3,0,0,1,0,0,0,1,196
6,4,0,1,1,0,0,1,3,1,1,0,1,0,1,0,151
2,4,1,1,1,1,1,1,3,0,0,0,0,0,1,1,108
10,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,42
7,4,0,0,0,0,0,1,2,1,0,0,0,0,1,0,128
8,3,0,0,1,1,0,1,1,0,1,0,1,0,0,0,189
8,3,1,0,0,0,1,0,3,0,0,0,0,0,0,0,47
4,4,0,1,0,1,0,1,2,0,1,0,1,0,1,0,77
9,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30
7,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
7,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,173
1,2,1,1,1,1,1,1,2,0,0,0,0,1,0,1,40
1,4,1,1,1,1,1,1,3,0,1,0,0,0,0,0,140
7,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,145
1,3,1,1,0,1,1,1,3,0,0,0,0,0,0,0,156
5,2,0,1,0,0,1,1,1,1,1,0,1,0,1,0,11
2,1,1,1,1,1,1,1,3,0,1,0,0,1,0,0,127
7,2,0,1,0,0,0,0,3,0,0,0,1,0,1,0,124
1,2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,78
2,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,12
6,3,0,1,0,1,0,1,2,0,1,0,1,0,0,0,176
2,4,0,1,1,1,1,1,3,0,0,0,1,0,1,0,83
7,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,105
6,2,0,1,1,1,0,1,2,0,1,0,0,0,1,0,24
9,4,0,0,0,1,0,0,2,0,0,0,1,0,1,0,44
8,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,35
8,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,37
7,3,0,0,0,0,1,0,2,0,0,0,0,0,1,0,36
4,4,1,1,0,0,1,1,2,0,1,0,1,1,1,0,162
4,2,0,0,0,1,0,1,3,0,1,0,1,0,1,0,75
1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12
